id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik
198,13,2026-03-26 14:37:02,2026-03-26 14:45:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,-8.0,-7.0,-2.0,0.0,-1.0,-3.0,-9.0,-8.0,7.0,1.0,40.0,2.0,90.0,50.0,3.0,3200.0,4.0,7.0,3.0
199,10,2026-03-26 14:37:13,2026-03-26 14:51:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,80.0,90.0,90.0,90.0,80.0,90.0,7.0,0.0,,,,,,,,,
200,3,2026-03-26 14:39:13,2026-03-26 15:26:44,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10,2026-03-26 14:40:32,2026-03-26 14:42:53,1,0.0,20.0,40.0,60.0,80.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
202,10,2026-03-26 14:42:56,2026-03-26 14:53:40,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,100.0,0.0,10.0,10.0,100.0,100.0,7.0,0.0,,,,,,,,,
203,10,2026-03-26 14:46:33,2026-03-26 14:51:08,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-50.0,-40.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,0.0,,,,,,,,,
204,2,2026-03-26 14:47:25,2026-03-26 14:47:25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,13,2026-03-26 14:48:27,2026-03-26 14:53:27,3,,,,,,,,,,,,,,,,,,,-10.0,-10.0,-5.0,-2.0,0.0,2.0,10.0,20.0,100.0,,,,,,,,,,7.0,1.0,35.0,3.0,120.0,59.0,3.0,3200.0,6.0,2.0,4.0
206,13,2026-03-26 14:55:07,2026-03-26 16:11:09,3,,,,,,,,,,,,,,,,,,,-10.0,-8.0,-5.0,-3.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,7.0,1.0,20.0,2.0,80.0,28.0,1.0,1250.0,4.0,10.0,2.0
207,13,2026-03-26 15:00:20,2026-03-26 15:04:05,1,-10.0,-5.0,0.0,-10.0,0.0,6.0,10.0,12.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,3.0,85.0,34.0,3.0,3300.0,4.0,10.0,4.0
208,3,2026-03-26 15:11:19,2026-03-26 15:11:28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2,2026-03-26 15:13:42,2026-03-26 15:13:42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,13,2026-03-26 15:20:35,2026-03-26 15:26:15,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,1.0,40.0,1.0,70.0,35.0,3.0,2500.0,8.0,10.0,5.0
211,10,2026-03-26 15:22:38,2026-03-26 15:27:15,3,,,,,,,,,,,,,,,,,,,80.0,100.0,120.0,70.0,85.0,80.0,100.0,75.0,80.0,,,,,,,,,,7.0,0.0,,,,,,,,,
212,6,2026-03-26 15:24:32,2026-03-26 15:25:52,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,13,2026-03-26 15:29:40,2026-03-26 15:33:20,1,-100.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,2.0,85.0,56.0,1.0,2500.0,7.0,12.0,3.0
214,13,2026-03-26 15:33:45,2026-03-26 15:37:28,3,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,7.0,1.0,30.0,2.0,85.0,32.0,1.0,2000.0,4.0,10.0,4.0
215,13,2026-03-26 15:39:43,2026-03-26 15:49:30,3,,,,,,,,,,,,,,,,,,,-100.0,-80.0,-40.0,-10.0,0.0,20.0,40.0,50.0,80.0,,,,,,,,,,7.0,1.0,15.0,2.0,90.0,20.0,1.0,520.0,4.0,2.0,3.0
216,13,2026-03-26 15:40:27,2026-03-26 15:43:39,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,60.0,100.0,90.0,90.0,0.0,80.0,7.0,1.0,30.0,2.0,147.0,28.0,1.0,0.0,5.0,4.0,4.0
217,6,2026-03-26 15:47:02,2026-03-26 15:48:18,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,13,2026-03-26 15:55:06,2026-03-26 16:11:13,3,,,,,,,,,,,,,,,,,,,0.0,60.0,40.0,20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,1.0,60.0,1.0,38.0,28.0,3.0,563.0,2.0,11.0,4.0
219,13,2026-03-26 15:57:55,2026-03-26 16:00:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-3.0,0.0,2.0,5.0,5.0,10.0,12.0,7.0,1.0,40.0,2.0,60.0,25.0,1.0,2400.0,5.0,15.0,4.0
220,13,2026-03-26 15:59:21,2026-03-26 16:06:38,2,,,,,,,,,,-3.0,-2.0,-1.0,-1.0,0.0,1.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,60.0,68.0,3.0,3000.0,5.0,6.0,5.0
221,13,2026-03-26 16:07:39,2026-03-26 16:13:33,3,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,,,,,,,,,,7.0,1.0,30.0,1.0,120.0,51.0,3.0,1250.0,4.0,2.0,3.0
222,10,2026-03-26 16:18:03,2026-03-26 16:20:56,2,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,80.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
223,3,2026-03-26 16:26:21,2026-03-26 16:26:29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,13,2026-03-26 16:29:46,2026-03-26 16:38:17,1,80.0,60.0,20.0,20.0,0.0,20.0,40.0,0.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,45.0,55.0,1.0,789.0,3.0,8.0,5.0
225,13,2026-03-26 16:32:21,2026-03-26 16:37:10,2,,,,,,,,,,-100.0,-80.0,-60.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,50.0,39.0,3.0,3080.0,6.0,10.0,5.0
226,3,2026-03-26 16:32:30,2026-03-26 16:33:01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,2,2026-03-26 16:34:18,2026-03-26 16:34:18,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,13,2026-03-26 16:35:57,2026-03-26 16:43:52,3,,,,,,,,,,,,,,,,,,,80.0,25.0,40.0,60.0,80.0,125.0,120.0,140.0,160.0,,,,,,,,,,7.0,1.0,35.0,2.0,56.0,56.0,3.0,2600.0,7.0,1.0,3.0
229,13,2026-03-26 16:38:38,2026-03-26 16:44:58,2,,,,,,,,,,-100.0,-80.0,-60.0,-30.0,0.0,20.0,50.0,80.0,95.0,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,2.0,140.0,74.0,3.0,3500.0,8.0,10.0,4.0
230,3,2026-03-26 16:39:05,2026-03-26 16:39:28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,3,2026-03-26 16:44:57,2026-03-26 16:45:25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,10,2026-03-26 16:46:16,2026-03-26 16:49:15,3,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,-1.0,0.0,0.0,2.0,3.0,2.0,,,,,,,,,,7.0,0.0,,,,,,,,,
233,13,2026-03-26 16:47:06,2026-03-26 16:50:37,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,80.0,59.0,3.0,2300.0,6.0,10.0,4.0
234,13,2026-03-26 16:49:06,2026-03-26 16:52:41,3,,,,,,,,,,,,,,,,,,,90.0,90.0,80.0,70.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,1.0,45.0,2.0,135.0,29.0,1.0,2800.0,5.0,9.0,2.0
235,10,2026-03-26 16:49:32,2026-03-26 16:52:26,1,0.0,25.0,50.0,75.0,100.0,125.0,150.0,175.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
236,4,2026-03-26 16:49:50,2026-03-26 16:50:11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,10,2026-03-26 17:03:02,2026-03-26 17:06:18,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,7.0,0.0,,,,,,,,,
238,13,2026-03-26 17:06:11,2026-03-26 17:18:03,3,,,,,,,,,,,,,,,,,,,-100.0,-25.0,-50.0,-20.0,0.0,20.0,40.0,80.0,100.0,,,,,,,,,,7.0,1.0,45.0,2.0,110.0,64.0,1.0,1500.0,7.0,4.0,5.0
239,7,2026-03-26 17:09:59,2026-03-26 17:10:55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,13,2026-03-26 17:15:12,2026-03-26 17:20:42,1,80.0,60.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,63.0,66.0,1.0,1350.0,5.0,11.0,4.0
241,13,2026-03-26 17:20:42,2026-03-26 17:28:26,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,10.0,0.0,5.0,5.0,6.0,8.0,7.0,1.0,50.0,2.0,63.0,41.0,1.0,2600.0,4.0,7.0,3.0
242,13,2026-03-26 17:22:41,2026-03-26 17:27:30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,50.0,1.0,48.0,54.0,3.0,1173.0,5.0,2.0,4.0
243,13,2026-03-26 17:26:23,2026-03-26 17:33:05,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,3.0,120.0,46.0,,5000.0,8.0,10.0,4.0
244,6,2026-03-26 17:28:47,2026-03-26 17:28:58,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,5,2026-03-26 17:41:32,2026-03-26 17:41:51,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,10,2026-03-26 17:46:25,2026-03-26 17:49:51,1,-50.0,-40.0,-20.0,-10.0,0.0,20.0,30.0,40.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,,,,,,,,,
247,6,2026-03-26 17:49:59,2026-03-26 17:50:25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,4,2026-03-26 17:52:29,2026-03-26 17:53:38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,13,2026-03-26 17:52:48,2026-03-26 17:58:55,3,,,,,,,,,,,,,,,,,,,-100.0,-80.0,-50.0,-20.0,0.0,30.0,50.0,80.0,100.0,,,,,,,,,,7.0,1.0,40.0,1.0,40.0,26.0,1.0,1300.0,7.0,8.0,3.0
250,3,2026-03-26 17:58:03,2026-03-26 17:58:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,13,2026-03-26 18:10:14,2026-03-26 18:16:47,2,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,70.0,55.0,1.0,2600.0,5.0,7.0,2.0
252,13,2026-03-26 18:13:19,2026-03-26 18:16:16,3,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,7.0,1.0,30.0,2.0,77.0,19.0,1.0,4000.0,4.0,4.0,3.0
253,13,2026-03-26 18:24:51,2026-03-26 18:30:32,3,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,0.0,100.0,120.0,140.0,160.0,,,,,,,,,,7.0,1.0,100.0,4.0,150.0,19.0,3.0,30000.0,4.0,9.0,4.0
254,7,2026-03-26 18:28:35,2026-03-26 18:29:09,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,3,2026-03-26 18:30:01,2026-03-26 18:30:16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,13,2026-03-26 18:35:45,2026-03-26 18:40:51,1,-10.0,-8.0,-5.0,-3.0,0.0,3.0,6.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,64.0,23.0,1.0,1100.0,4.0,9.0,2.0
257,13,2026-03-26 18:51:20,2026-03-26 18:57:49,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,7.0,10.0,9.0,8.0,7.0,7.0,7.0,1.0,50.0,2.0,100.0,47.0,1.0,2500.0,5.0,3.0,5.0
258,13,2026-03-26 18:57:47,2026-03-26 19:13:42,2,,,,,,,,,,-100.0,-80.0,-50.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,172.0,43.0,3.0,2850.0,4.0,10.0,2.0
259,3,2026-03-26 19:10:39,2026-03-26 19:10:55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,13,2026-03-26 19:11:02,2026-03-26 19:14:59,3,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-3.0,-2.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,7.0,1.0,30.0,3.0,150.0,44.0,3.0,3000.0,4.0,9.0,3.0
261,10,2026-03-26 19:16:07,2026-03-26 19:20:53,2,,,,,,,,,,-10.0,-6.0,-3.0,-1.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
262,3,2026-03-26 19:25:46,2026-03-26 19:26:26,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,10,2026-03-26 19:38:11,2026-03-26 19:41:18,2,,,,,,,,,,-100.0,-99.0,-60.0,-25.0,0.0,10.0,40.0,30.0,30.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
264,13,2026-03-26 19:40:53,2026-03-26 19:46:37,3,,,,,,,,,,,,,,,,,,,0.0,20.0,50.0,60.0,100.0,120.0,140.0,160.0,180.0,,,,,,,,,,7.0,1.0,45.0,3.0,140.0,35.0,1.0,1900.0,7.0,9.0,4.0
265,6,2026-03-26 19:42:31,2026-03-26 19:50:14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,13,2026-03-26 19:45:55,2026-03-26 19:48:50,2,,,,,,,,,,-10.0,-8.0,-5.0,-2.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,1.0,30.0,28.0,3.0,1000.0,4.0,1.0,5.0
267,13,2026-03-26 19:46:29,2026-03-26 19:53:51,3,,,,,,,,,,,,,,,,,,,-100.0,-75.0,-50.0,-25.0,0.0,25.0,50.0,75.0,100.0,,,,,,,,,,7.0,1.0,40.0,2.0,115.0,55.0,3.0,5100.0,7.0,11.0,3.0
268,10,2026-03-26 19:48:41,2026-03-26 19:50:40,1,60.0,60.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
269,13,2026-03-26 19:58:44,2026-03-26 20:04:35,3,,,,,,,,,,,,,,,,,,,-10.0,-4.0,-3.0,-2.0,0.0,1.0,3.0,4.0,5.0,,,,,,,,,,7.0,1.0,40.0,1.0,60.0,20.0,2.0,900.0,5.0,4.0,2.0
270,7,2026-03-26 20:02:32,2026-03-26 20:02:45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,3,2026-03-26 20:08:49,2026-03-26 20:09:10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,13,2026-03-26 20:10:06,2026-03-26 20:12:24,3,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,7.0,1.0,27.0,2.0,130.0,51.0,3.0,5500.0,8.0,10.0,5.0
273,4,2026-03-26 20:10:52,2026-03-26 20:11:14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,6,2026-03-26 20:12:18,2026-03-26 20:13:42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,13,2026-03-26 20:26:14,2026-03-26 20:30:04,1,-100.0,-75.0,-50.0,-25.0,0.0,15.0,50.0,75.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,3.0,145.0,60.0,3.0,4100.0,8.0,9.0,3.0
276,13,2026-03-26 20:34:24,2026-03-26 20:39:16,3,,,,,,,,,,,,,,,,,,,10.0,20.0,40.0,20.0,0.0,110.0,140.0,160.0,80.0,,,,,,,,,,7.0,1.0,40.0,2.0,95.0,47.0,1.0,2500.0,7.0,15.0,3.0
277,13,2026-03-26 20:43:03,2026-03-26 20:49:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-4.0,-4.0,-3.0,-1.0,-1.0,-3.0,-4.0,-5.0,7.0,1.0,25.0,3.0,100.0,20.0,1.0,500.0,4.0,2.0,2.0
278,6,2026-03-26 20:52:07,2026-03-26 20:52:15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,13,2026-03-26 21:07:14,2026-03-26 21:11:19,1,0.0,20.0,0.0,0.0,0.0,40.0,60.0,80.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,1.0,50.0,35.0,1.0,1250.0,5.0,14.0,4.0
280,13,2026-03-26 21:10:26,2026-03-26 21:22:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-3.0,-2.0,-1.0,0.0,2.0,4.0,6.0,10.0,7.0,1.0,70.0,1.0,70.0,51.0,1.0,2400.0,3.0,2.0,4.0
281,2,2026-03-26 21:14:16,2026-03-26 21:14:16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,13,2026-03-26 21:14:17,2026-03-26 21:18:50,3,,,,,,,,,,,,,,,,,,,-100.0,-80.0,-40.0,-20.0,0.0,20.0,40.0,60.0,100.0,,,,,,,,,,7.0,1.0,40.0,2.0,77.0,38.0,3.0,2900.0,5.0,6.0,5.0
283,13,2026-03-26 21:16:34,2026-03-26 21:24:30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,7.0,1.0,35.0,3.0,200.0,58.0,3.0,1000.0,5.0,9.0,5.0
284,13,2026-03-26 21:21:15,2026-03-26 21:25:05,1,0.0,0.0,30.0,50.0,100.0,110.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,2.0,78.0,58.0,1.0,1200.0,2.0,2.0,2.0
285,13,2026-03-26 21:30:14,2026-03-26 21:35:27,2,,,,,,,,,,-5.0,-3.0,-2.0,-1.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,200.0,24.0,3.0,603.0,7.0,11.0,4.0
286,5,2026-03-26 21:33:36,2026-03-26 21:33:52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,13,2026-03-26 21:45:09,2026-03-26 21:50:48,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,1.0,90.0,1.0,90.0,31.0,1.0,0.0,8.0,2.0,4.0
288,13,2026-03-26 22:00:27,2026-03-26 22:19:43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-8.0,-6.0,0.0,3.0,-2.0,-4.0,-6.0,-7.0,7.0,1.0,36.0,1.0,36.0,32.0,1.0,1060.0,7.0,1.0,4.0
289,13,2026-03-26 22:21:18,2026-03-26 22:28:42,2,,,,,,,,,,-10.0,-9.0,-5.0,-2.0,1.0,3.0,5.0,7.0,10.0,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,4.0,88.0,46.0,1.0,1160.0,5.0,7.0,4.0
290,8,2026-03-26 22:30:18,2026-03-26 22:32:16,1,10.0,16.0,20.0,12.0,10.0,9.0,8.0,40.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
291,13,2026-03-26 22:36:37,2026-03-26 22:44:41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-4.0,-3.0,-2.0,1.0,2.0,3.0,5.0,4.0,7.0,1.0,50.0,2.0,90.0,38.0,1.0,1889.0,5.0,11.0,3.0
292,2,2026-03-26 22:37:17,2026-03-26 22:37:17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2,2026-03-26 22:48:32,2026-03-26 22:48:32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,13,2026-03-26 22:52:20,2026-03-26 22:56:02,1,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,35.0,37.0,1.0,1500.0,7.0,6.0,4.0
295,10,2026-03-26 22:55:07,2026-03-26 22:59:28,2,,,,,,,,,,5.0,5.0,5.0,5.0,0.0,0.0,4.0,6.0,7.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
296,3,2026-03-26 23:03:38,2026-03-26 23:03:50,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
